acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,popularity,status,artist,title,year,rank,artist1,title,artist2,artist3,artist4,artist5,artist6
0.0606,https://api.spotify.com/v1/audio-analysis/3g2qgbWPl8TcgJIkstWpSV,0.813,220395,0.574,3g2qgbWPl8TcgJIkstWpSV,0,9,0.428,-9.401,1,0.0577,124.982,3,https://api.spotify.com/v1/tracks/3g2qgbWPl8TcgJIkstWpSV,audio_features,spotify:track:3g2qgbWPl8TcgJIkstWpSV,0.546,26,,Cardi B,Bodak Yellow (Money Moves),2018,54,Cardi B,Bodak Yellow (Money Moves),,,,,
0.147,https://api.spotify.com/v1/audio-analysis/10Igtw8bSDyyFs7KIsKngZ,0.755,216632,0.599,10Igtw8bSDyyFs7KIsKngZ,0,8,0.109,-5.042,1,0.224,133.123,4,https://api.spotify.com/v1/tracks/10Igtw8bSDyyFs7KIsKngZ,audio_features,spotify:track:10Igtw8bSDyyFs7KIsKngZ,0.755,82,,Lil Dicky,Freaky Friday,2018,55,Lil Dicky,Freaky Friday,Chris Brown,,,,
0.0553,https://api.spotify.com/v1/audio-analysis/4HbiCvH1R7mVOJ7KY7JQBD,0.66,157643,0.775,4HbiCvH1R7mVOJ7KY7JQBD,0,2,0.129,-4.926,1,0.172,157.036,4,https://api.spotify.com/v1/tracks/4HbiCvH1R7mVOJ7KY7JQBD,audio_features,spotify:track:4HbiCvH1R7mVOJ7KY7JQBD,0.635,75,,6ix9ine,Gummo,2018,56,6ix9ine,Gummo,,,,,
0.202,https://api.spotify.com/v1/audio-analysis/1ZAyjvIk9YiD76yYy0TEG6,0.876,175230,0.519,1ZAyjvIk9YiD76yYy0TEG6,0,11,0.108,-6.531,1,0.143,94.981,4,https://api.spotify.com/v1/tracks/1ZAyjvIk9YiD76yYy0TEG6,audio_features,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,0.158,83,,Rich The Kid,Plug Walk,2018,57,Rich The Kid,Plug Walk,,,,,
0.0959,https://api.spotify.com/v1/audio-analysis/3T9CfDxFYqZWSKxd0BhZrb,0.655,190643,0.603,3T9CfDxFYqZWSKxd0BhZrb,0,8,0.107,-5.014,1,0.0555,126.088,4,https://api.spotify.com/v1/tracks/3T9CfDxFYqZWSKxd0BhZrb,audio_features,spotify:track:3T9CfDxFYqZWSKxd0BhZrb,0.452,70,,Maroon 5,Wait,2018,58,Maroon 5,Wait,,,,,
0.0256,https://api.spotify.com/v1/audio-analysis/2Yl4OmDby9iitgNWZPwxkd,0.82,210787,0.568,2Yl4OmDby9iitgNWZPwxkd,0,6,0.0952,-8.23,0,0.411,152.279,4,https://api.spotify.com/v1/tracks/2Yl4OmDby9iitgNWZPwxkd,audio_features,spotify:track:2Yl4OmDby9iitgNWZPwxkd,0.535,77,,Cardi B,Be Careful,2018,59,Cardi B,Be Careful,,,,,
0.129,https://api.spotify.com/v1/audio-analysis/0tBbt8CrmxbjRP0pueQkyU,0.72,197993,0.807,0tBbt8CrmxbjRP0pueQkyU,0,11,0.183,-4.59,0,0.0432,124.946,4,https://api.spotify.com/v1/tracks/0tBbt8CrmxbjRP0pueQkyU,audio_features,spotify:track:0tBbt8CrmxbjRP0pueQkyU,0.305,86,,Selena Gomez,Wolves,2018,60,Selena Gomez,Wolves,Marshmello,,,,
0.00111,https://api.spotify.com/v1/audio-analysis/0dIoGTQXDh1wVnhIiSyYEa,0.908,224285,0.524,0dIoGTQXDh1wVnhIiSyYEa,0.000678,1,0.383,-7.955,1,0.181,138.015,4,https://api.spotify.com/v1/tracks/0dIoGTQXDh1wVnhIiSyYEa,audio_features,spotify:track:0dIoGTQXDh1wVnhIiSyYEa,0.109,77,,Cardi B,Bartier Cardi,2018,61,Cardi B,Bartier Cardi,21 Savage,,,,
0.0233,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,0.602,197547,0.658,5OCJzvD7sykQEKHH7qAC3C,6.00E-05,1,0.237,-5.934,1,0.0558,145.031,4,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,audio_features,spotify:track:5OCJzvD7sykQEKHH7qAC3C,0.268,86,,Ariana Grande,God Is A Woman,2018,62,Ariana Grande,God Is A Woman,,,,,
0.00552,https://api.spotify.com/v1/audio-analysis/0ZNrc4kNeQYD9koZ3KvCsy,0.745,237240,0.346,0ZNrc4kNeQYD9koZ3KvCsy,0,1,0.0881,-7.709,1,0.331,203.911,4,https://api.spotify.com/v1/tracks/0ZNrc4kNeQYD9koZ3KvCsy,audio_features,spotify:track:0ZNrc4kNeQYD9koZ3KvCsy,0.112,82,,YG,Big Bank,2018,63,YG,Big Bank,2 Chainz,Big Sean,Nicki Minaj,,
0.0223,https://api.spotify.com/v1/audio-analysis/3Du2K5dLzmduCNp6uwuaL0,0.702,203760,0.635,3Du2K5dLzmduCNp6uwuaL0,0,11,0.283,-6.917,0,0.265,144.004,4,https://api.spotify.com/v1/tracks/3Du2K5dLzmduCNp6uwuaL0,audio_features,spotify:track:3Du2K5dLzmduCNp6uwuaL0,0.873,83,,Demi Lovato,Sorry Not Sorry,2018,64,Demi Lovato,Sorry Not Sorry,,,,,
0.211,https://api.spotify.com/v1/audio-analysis/6wmAHw1szh5RCKSRjiXhPe,0.845,200853,0.561,6wmAHw1szh5RCKSRjiXhPe,3.49E-06,1,0.0383,-5.253,0,0.0778,109.974,4,https://api.spotify.com/v1/tracks/6wmAHw1szh5RCKSRjiXhPe,audio_features,spotify:track:6wmAHw1szh5RCKSRjiXhPe,0.811,79,,Charlie Puth,How Long,2018,65,Charlie Puth,How Long,,,,,
0.0632,https://api.spotify.com/v1/audio-analysis/1sYSP7gKa5kdKIfhANfori,0.623,223847,0.493,1sYSP7gKa5kdKIfhANfori,0,5,0.104,-7.727,0,0.0338,81.019,4,https://api.spotify.com/v1/tracks/1sYSP7gKa5kdKIfhANfori,audio_features,spotify:track:1sYSP7gKa5kdKIfhANfori,0.594,71,,MAX,Lights Down Low,2018,66,MAX,Lights Down Low,gnash,,,,
0.199,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,0.798,202547,0.539,5Z3GHaZ6ec9bsiI5BenrbY,1.66E-05,1,0.165,-6.351,1,0.0421,136.949,4,https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY,audio_features,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,0.394,86,,Khalid,Young Dumb & Broke,2018,67,Khalid,Young Dumb & Broke,,,,,
0.037,https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6,0.791,214847,0.862,7ef4DlsgrMEH11cDZd32M6,2.19E-05,9,0.0814,-3.24,0,0.11,123.994,4,https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6,audio_features,spotify:track:7ef4DlsgrMEH11cDZd32M6,0.592,88,,Calvin Harris,One Kiss,2018,68,Calvin Harris,One Kiss,Dua Lipa,,,,
0.217,https://api.spotify.com/v1/audio-analysis/2FY7b99s15jUprqC0M5NCT,0.704,189467,0.611,2FY7b99s15jUprqC0M5NCT,0,2,0.0812,-6.112,1,0.0409,100,4,https://api.spotify.com/v1/tracks/2FY7b99s15jUprqC0M5NCT,audio_features,spotify:track:2FY7b99s15jUprqC0M5NCT,0.22,88,,Imagine Dragons,Natural,2018,69,Imagine Dragons,Natural,,,,,
0.159,https://api.spotify.com/v1/audio-analysis/2zMDMCtGzTOD8qVHyznGIl,0.547,193306,0.56,2zMDMCtGzTOD8qVHyznGIl,0,7,0.103,-5.86,1,0.0283,131.855,3,https://api.spotify.com/v1/tracks/2zMDMCtGzTOD8qVHyznGIl,audio_features,spotify:track:2zMDMCtGzTOD8qVHyznGIl,0.485,61,,Jason Aldean,You Make It Easy,2018,70,Jason Aldean,You Make It Easy,,,,,
0.581,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,0.825,233713,0.652,7qiZfU4dY1lWllzX7mPBI3,0,1,0.0931,-3.183,0,0.0802,95.977,4,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,audio_features,spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.931,88,,Ed Sheeran,Shape Of You,2018,71,Ed Sheeran,Shape Of You,,,,,
0.0232,https://api.spotify.com/v1/audio-analysis/1XRgIKC5TPwo7nWGyKqgG0,0.89,233087,0.633,1XRgIKC5TPwo7nWGyKqgG0,0.000343,11,0.0993,-5.475,1,0.168,139.948,4,https://api.spotify.com/v1/tracks/1XRgIKC5TPwo7nWGyKqgG0,audio_features,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,0.425,79,,Gucci Mane,I Get The Bag,2018,72,Gucci Mane,I Get The Bag,Migos,,,,
0.0733,https://api.spotify.com/v1/audio-analysis/5WvAo7DNuPRmk4APhdPzi8,0.552,260000,0.76,5WvAo7DNuPRmk4APhdPzi8,0,0,0.0865,-4.706,1,0.342,135.702,5,https://api.spotify.com/v1/tracks/5WvAo7DNuPRmk4APhdPzi8,audio_features,spotify:track:5WvAo7DNuPRmk4APhdPzi8,0.639,84,,DJ Khaled,No Brainer,2018,73,DJ Khaled,No Brainer,Justin Bieber,Chance The Rapper,Quavo,,
0.0651,https://api.spotify.com/v1/audio-analysis/4dVpf9jZjcORqGTLUaeYj9,0.797,173600,0.844,4dVpf9jZjcORqGTLUaeYj9,0,11,0.087,-5.482,1,0.275,170.142,4,https://api.spotify.com/v1/tracks/4dVpf9jZjcORqGTLUaeYj9,audio_features,spotify:track:4dVpf9jZjcORqGTLUaeYj9,0.52,81,,A$AP Ferg,Plain Jane,2018,74,A$AP Ferg,Plain Jane,Nicki Minaj,,,,
0.0374,https://api.spotify.com/v1/audio-analysis/46lg3BbcutEvBWXmC8BeTm,0.652,190647,0.799,46lg3BbcutEvBWXmC8BeTm,0,6,0.273,-5.452,1,0.0379,146.016,4,https://api.spotify.com/v1/tracks/46lg3BbcutEvBWXmC8BeTm,audio_features,spotify:track:46lg3BbcutEvBWXmC8BeTm,0.406,37,,Miguel,Sky Walker,2018,75,Miguel,Sky Walker,Travis Scott,,,,
0.113,https://api.spotify.com/v1/audio-analysis/0OWZFobGSIW9GrSlQ9C5pc,0.588,205453,0.408,0OWZFobGSIW9GrSlQ9C5pc,0,3,0.13,-8.662,1,0.0237,85.008,4,https://api.spotify.com/v1/tracks/0OWZFobGSIW9GrSlQ9C5pc,audio_features,spotify:track:0OWZFobGSIW9GrSlQ9C5pc,0.484,77,,Thomas Rhett,Marry Me,2018,76,Thomas Rhett,Marry Me,,,,,
0.555,https://api.spotify.com/v1/audio-analysis/0d2iYfpKoM0QCKvcLCkBao,0.56,173800,0.68,0d2iYfpKoM0QCKvcLCkBao,0,6,0.116,-7.648,0,0.321,89.391,4,https://api.spotify.com/v1/tracks/0d2iYfpKoM0QCKvcLCkBao,audio_features,spotify:track:0d2iYfpKoM0QCKvcLCkBao,0.319,90,,benny blanco,Eastside,2018,77,benny blanco,Eastside,Halsey,Khalid,,,
0.211,https://api.spotify.com/v1/audio-analysis/4MPTj8lMMvxLwT3EwuXFop,0.449,228373,0.599,4MPTj8lMMvxLwT3EwuXFop,0,1,0.327,-4.892,1,0.0369,134.144,3,https://api.spotify.com/v1/tracks/4MPTj8lMMvxLwT3EwuXFop,audio_features,spotify:track:4MPTj8lMMvxLwT3EwuXFop,0.165,82,,The Weeknd,Call Out My Name,2018,78,The Weeknd,Call Out My Name,,,,,
0.000874,https://api.spotify.com/v1/audio-analysis/51rXHuKN8Loc4sUlKPODgH,0.563,229670,0.717,51rXHuKN8Loc4sUlKPODgH,0,1,0.183,-5.186,1,0.337,82.064,4,https://api.spotify.com/v1/tracks/51rXHuKN8Loc4sUlKPODgH,audio_features,spotify:track:51rXHuKN8Loc4sUlKPODgH,0.427,78,,Jay Rock,King's Dead,2018,79,Jay Rock,King's Dead,Kendrick Lamar,Future,James Blake,,
0.191,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,0.687,214290,0.792,2dpaYNEQHiRxtZbfNsse99,0,5,0.167,-2.749,1,0.0452,100.015,4,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,audio_features,spotify:track:2dpaYNEQHiRxtZbfNsse99,0.671,96,,Marshmello,Happier,2018,80,Marshmello,Happier,Bastille,,,,
0.542,https://api.spotify.com/v1/audio-analysis/3V8UKqhEK5zBkBb6d6ub8i,0.903,417920,0.675,3V8UKqhEK5zBkBb6d6ub8i,1.28E-05,11,0.0595,-3.445,0,0.214,96.507,4,https://api.spotify.com/v1/tracks/3V8UKqhEK5zBkBb6d6ub8i,audio_features,spotify:track:3V8UKqhEK5zBkBb6d6ub8i,0.442,87,,Casper Magico,Te Bote,2018,81,Casper Magico,Te Bote,Nio Garcia,Darell,Nicky Jam,Ozuna,Bad Bunny
0.0791,https://api.spotify.com/v1/audio-analysis/4L9Ds4mpD3SuYoWwFUlv16,0.362,185200,0.882,4L9Ds4mpD3SuYoWwFUlv16,0,3,0.15,-3.717,1,0.0973,199.811,4,https://api.spotify.com/v1/tracks/4L9Ds4mpD3SuYoWwFUlv16,audio_features,spotify:track:4L9Ds4mpD3SuYoWwFUlv16,0.864,78,,Florida Georgia Line,Simple,2018,82,Florida Georgia Line,Simple,,,,,
0.00214,https://api.spotify.com/v1/audio-analysis/4PpuH4mxL0rD35mOWaLoKS,0.916,219707,0.727,4PpuH4mxL0rD35mOWaLoKS,0.000145,1,0.118,-6.556,1,0.0861,94.997,4,https://api.spotify.com/v1/tracks/4PpuH4mxL0rD35mOWaLoKS,audio_features,spotify:track:4PpuH4mxL0rD35mOWaLoKS,0.201,70,,N*E*R*D,Lemon,2018,83,N*E*R*D,Lemon,Rihanna,,,,
0.57,https://api.spotify.com/v1/audio-analysis/5tz69p7tJuGPeMGwNTxYuV,0.62,250173,0.574,5tz69p7tJuGPeMGwNTxYuV,0,5,0.19,-7.788,0,0.0479,100.021,4,https://api.spotify.com/v1/tracks/5tz69p7tJuGPeMGwNTxYuV,audio_features,spotify:track:5tz69p7tJuGPeMGwNTxYuV,0.352,84,,Logic,1-800-273-8255,2018,84,Logic,1-800-273-8255,Alessia Cara,Khalid,,,
0.103,https://api.spotify.com/v1/audio-analysis/1LhMopPAallLeaeNutqbgS,0.707,278893,0.632,1LhMopPAallLeaeNutqbgS,1.09E-05,10,0.0841,-7.031,1,0.0789,97.04,4,https://api.spotify.com/v1/tracks/1LhMopPAallLeaeNutqbgS,audio_features,spotify:track:1LhMopPAallLeaeNutqbgS,0.372,78,,Justin Timberlake,Say Something,2018,85,Justin Timberlake,Say Something,Chris Stapleton,,,,
0.279,https://api.spotify.com/v1/audio-analysis/3qN5qMTKyEEmiTZD38BNTT,0.899,214467,0.586,3qN5qMTKyEEmiTZD38BNTT,0,11,0.0836,-7.866,0,0.344,150.001,4,https://api.spotify.com/v1/tracks/3qN5qMTKyEEmiTZD38BNTT,audio_features,spotify:track:3qN5qMTKyEEmiTZD38BNTT,0.492,79,,Drake,I'm Upset,2018,86,Drake,I'm Upset,,,,,
0.0997,https://api.spotify.com/v1/audio-analysis/2ZFrEp20VO25BXYhMxh0GW,0.602,199627,0.805,2ZFrEp20VO25BXYhMxh0GW,0,7,0.172,-6.079,1,0.0473,92.401,4,https://api.spotify.com/v1/tracks/2ZFrEp20VO25BXYhMxh0GW,audio_features,spotify:track:2ZFrEp20VO25BXYhMxh0GW,0.322,59,,Kenny Chesney,Get Along,2018,87,Kenny Chesney,Get Along,,,,,
0.556,https://api.spotify.com/v1/audio-analysis/0JP9xo3adEtGSdUEISiszL,0.921,135090,0.537,0JP9xo3adEtGSdUEISiszL,0.00404,9,0.102,-5.723,0,0.0804,128.009,4,https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL,audio_features,spotify:track:0JP9xo3adEtGSdUEISiszL,0.711,90,,XXXTENTACION,Moonlight,2018,88,XXXTENTACION,Moonlight,,,,,
0.0788,https://api.spotify.com/v1/audio-analysis/0GxQ1A5L9xnMOytbP6eKBG,0.799,199849,0.597,0GxQ1A5L9xnMOytbP6eKBG,5.66E-06,5,0.1,-5.131,0,0.0611,110.001,4,https://api.spotify.com/v1/tracks/0GxQ1A5L9xnMOytbP6eKBG,audio_features,spotify:track:0GxQ1A5L9xnMOytbP6eKBG,0.419,82,,Maroon 5,What Lovers Do,2018,89,Maroon 5,What Lovers Do,SZA,,,,
0.0364,https://api.spotify.com/v1/audio-analysis/39N9RPD9MRb5WmoLzNzPeA,0.595,173628,0.773,39N9RPD9MRb5WmoLzNzPeA,0.00108,9,0.334,-4.736,0,0.0549,180.073,4,https://api.spotify.com/v1/tracks/39N9RPD9MRb5WmoLzNzPeA,audio_features,spotify:track:39N9RPD9MRb5WmoLzNzPeA,0.711,83,,Nicky Jam,X,2018,90,Nicky Jam,X,J Balvin,,,,
0.139,https://api.spotify.com/v1/audio-analysis/5PIfH6BzcmH04RDmtzF0BN,0.851,129105,0.666,5PIfH6BzcmH04RDmtzF0BN,0,11,0.105,-5.334,0,0.0694,134.068,4,https://api.spotify.com/v1/tracks/5PIfH6BzcmH04RDmtzF0BN,audio_features,spotify:track:5PIfH6BzcmH04RDmtzF0BN,0.0585,64,,YoungBoy Never Broke Again,Outside Today,2018,91,YoungBoy Never Broke Again,Outside Today,,,,,
0.225,https://api.spotify.com/v1/audio-analysis/6CTWathupIiDs7U4InHnDA,0.477,213993,0.61,6CTWathupIiDs7U4InHnDA,0,11,0.107,-5.628,0,0.144,79.882,4,https://api.spotify.com/v1/tracks/6CTWathupIiDs7U4InHnDA,audio_features,spotify:track:6CTWathupIiDs7U4InHnDA,0.358,83,,Ella Mai,Trip,2018,92,Ella Mai,Trip,,,,,
0.183,https://api.spotify.com/v1/audio-analysis/6KuqAtoeVzxAYOaMveLNpH,0.791,200480,0.848,6KuqAtoeVzxAYOaMveLNpH,0,1,0.409,-3.456,1,0.0506,95,4,https://api.spotify.com/v1/tracks/6KuqAtoeVzxAYOaMveLNpH,audio_features,spotify:track:6KuqAtoeVzxAYOaMveLNpH,0.828,81,,Daddy Yankee,Dura,2018,93,Daddy Yankee,Dura,,,,,
0.883,https://api.spotify.com/v1/audio-analysis/7AFASza1mXqntmGtbxXprO,0.669,121887,0.308,7AFASza1mXqntmGtbxXprO,0,11,0.0984,-10.068,1,0.029,64.934,4,https://api.spotify.com/v1/tracks/7AFASza1mXqntmGtbxXprO,audio_features,spotify:track:7AFASza1mXqntmGtbxXprO,0.52,87,,XXXTENTACION,Changes,2018,94,XXXTENTACION,Changes,,,,,
0.84,https://api.spotify.com/v1/audio-analysis/2VIPU72L6tIR4w8J8ap6Kp,0.638,217120,0.367,2VIPU72L6tIR4w8J8ap6Kp,0,4,0.0999,-7.906,1,0.0266,71.957,4,https://api.spotify.com/v1/tracks/2VIPU72L6tIR4w8J8ap6Kp,audio_features,spotify:track:2VIPU72L6tIR4w8J8ap6Kp,0.219,74,,Brett Young,Mercy,2018,95,Brett Young,Mercy,,,,,
0.00585,https://api.spotify.com/v1/audio-analysis/4gB7HrYHbJVJ5RFOjxmoq4,0.544,221800,0.781,4gB7HrYHbJVJ5RFOjxmoq4,0,6,0.191,-6.16,0,0.0311,144.075,4,https://api.spotify.com/v1/tracks/4gB7HrYHbJVJ5RFOjxmoq4,audio_features,spotify:track:4gB7HrYHbJVJ5RFOjxmoq4,0.527,78,,Luke Combs,One Number Away,2018,96,Luke Combs,One Number Away,,,,,
0.0168,https://api.spotify.com/v1/audio-analysis/1BuZAIO8WZpavWVbbq3Lci,0.713,332301,0.831,1BuZAIO8WZpavWVbbq3Lci,0,1,0.118,-4.75,0,0.15,173.948,4,https://api.spotify.com/v1/tracks/1BuZAIO8WZpavWVbbq3Lci,audio_features,spotify:track:1BuZAIO8WZpavWVbbq3Lci,0.584,80,,Rae Sremmurd,Powerglide,2018,97,Rae Sremmurd,Powerglide,Juicy J,,,,
0.0403,https://api.spotify.com/v1/audio-analysis/76cy1WJvNGJTj78UqeA5zr,0.836,217947,0.544,76cy1WJvNGJTj78UqeA5zr,0,7,0.0824,-5.975,1,0.0943,97.028,4,https://api.spotify.com/v1/tracks/76cy1WJvNGJTj78UqeA5zr,audio_features,spotify:track:76cy1WJvNGJTj78UqeA5zr,0.51,86,,Dua Lipa,IDGAF,2018,98,Dua Lipa,IDGAF,,,,,
0.0168,https://api.spotify.com/v1/audio-analysis/7COfe3P7KgfwDwIRB8LIDw,0.548,185040,0.704,7COfe3P7KgfwDwIRB8LIDw,2.25E-05,11,0.143,-4.838,0,0.0777,104.666,4,https://api.spotify.com/v1/tracks/7COfe3P7KgfwDwIRB8LIDw,audio_features,spotify:track:7COfe3P7KgfwDwIRB8LIDw,0.288,77,,J Balvin,Mi Gente,2018,99,J Balvin,Mi Gente,Willy William,Beyonce,,,
0.0622,https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP,0.776,204347,0.78,0pqnGHJpmpxLKifKRmU6WP,0,10,0.081,-4.374,0,0.128,124.949,4,https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP,audio_features,spotify:track:0pqnGHJpmpxLKifKRmU6WP,0.666,89,,Imagine Dragons,Believer,2018,100,Imagine Dragons,Believer,,,,,
0.581,https://api.spotify.com/v1/audio-analysis/0FE9t6xYkqWXU2ahLh6D8X,0.825,233713,0.652,0FE9t6xYkqWXU2ahLh6D8X,0,1,0.0931,-3.183,0,0.0802,95.977,4,https://api.spotify.com/v1/tracks/0FE9t6xYkqWXU2ahLh6D8X,audio_features,spotify:track:0FE9t6xYkqWXU2ahLh6D8X,0.931,88,,Ed Sheeran,Shape Of You,2017,1,Ed Sheeran,Shape Of You,,,,,
0.228,https://api.spotify.com/v1/audio-analysis/6rPO02ozF3bM7NnOV4h6s2,0.653,228827,0.816,6rPO02ozF3bM7NnOV4h6s2,0,2,0.0967,-4.353,1,0.167,178.086,4,https://api.spotify.com/v1/tracks/6rPO02ozF3bM7NnOV4h6s2,audio_features,spotify:track:6rPO02ozF3bM7NnOV4h6s2,0.816,83,,Luis Fonsi,Despacito,2017,2,Luis Fonsi,Despacito,Daddy Yankee,Justin Bieber,,,
0.013,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,0.853,206693,0.56,0KKkJNfGyhkQ5aFogxQAPU,0,1,0.0944,-4.961,1,0.0406,134.066,4,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,audio_features,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,0.86,85,,Bruno Mars,That's What I Like,2017,3,Bruno Mars,That's What I Like,,,,,
0.000282,https://api.spotify.com/v1/audio-analysis/7KXjTSCq5nL1LoYtL7XAwS,0.908,177000,0.621,7KXjTSCq5nL1LoYtL7XAwS,5.39E-05,1,0.0958,-6.638,0,0.102,150.011,4,https://api.spotify.com/v1/tracks/7KXjTSCq5nL1LoYtL7XAwS,audio_features,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.421,86,,Kendrick Lamar,Humble.,2017,4,Kendrick Lamar,Humble.,,,,,
0.0498,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,0.617,247160,0.635,6RUKPb4LETWmmr3iAEQktW,1.44E-05,11,0.164,-6.769,0,0.0317,103.019,4,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,audio_features,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.446,83,,The Chainsmokers,Something Just Like This,2017,5,The Chainsmokers,Something Just Like This,Coldplay,,,,
0.061,https://api.spotify.com/v1/audio-analysis/4Km5HrUvYTaSUfiSGPJeQR,0.927,343150,0.665,4Km5HrUvYTaSUfiSGPJeQR,0,11,0.123,-5.313,1,0.244,127.076,4,https://api.spotify.com/v1/tracks/4Km5HrUvYTaSUfiSGPJeQR,audio_features,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,0.175,79,,Migos,Bad And Boujee,2017,6,Migos,Bad And Boujee,Lil Uzi Vert,,,,
0.414,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,0.748,244960,0.524,7BKLCZ1jbUBVqRi2FVlTVw,0,8,0.111,-5.599,1,0.0338,95.01,4,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,audio_features,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.661,86,,The Chainsmokers,Closer,2017,7,The Chainsmokers,Closer,Halsey,,,,
0.463,https://api.spotify.com/v1/audio-analysis/7mldq42yDuxiUNn08nvzHO,0.731,165387,0.469,7mldq42yDuxiUNn08nvzHO,1.04E-06,5,0.103,-7.226,1,0.0326,98.963,4,https://api.spotify.com/v1/tracks/7mldq42yDuxiUNn08nvzHO,audio_features,spotify:track:7mldq42yDuxiUNn08nvzHO,0.631,81,,Sam Hunt,Body Like A Back Road,2017,8,Sam Hunt,Body Like A Back Road,,,,,
0.0622,https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP,0.776,204347,0.78,0pqnGHJpmpxLKifKRmU6WP,0,10,0.081,-4.374,0,0.128,124.949,4,https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP,audio_features,spotify:track:0pqnGHJpmpxLKifKRmU6WP,0.666,89,,Imagine Dragons,Believer,2017,9,Imagine Dragons,Believer,,,,,
0.215,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,0.63,220293,0.804,3a1lNhkSLSkpJE4MSHpDu9,0,6,0.253,-4.183,1,0.0363,123.146,4,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,audio_features,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,0.492,87,,Post Malone,Congratulations,2017,10,Post Malone,Congratulations,Quavo,,,,
0.695,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,0.358,211467,0.557,5uCax9HTNlzGybIStD3vDh,0,10,0.0902,-7.398,1,0.059,85.043,4,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,audio_features,spotify:track:5uCax9HTNlzGybIStD3vDh,0.494,85,,James Arthur,Say You Won't Let Go,2017,11,James Arthur,Say You Won't Let Go,,,,,
0.0552,https://api.spotify.com/v1/audio-analysis/3DXncPQOG4VBw3QHh3S817,0.609,288600,0.668,3DXncPQOG4VBw3QHh3S817,0,7,0.167,-4.284,1,0.0367,80.924,4,https://api.spotify.com/v1/tracks/3DXncPQOG4VBw3QHh3S817,audio_features,spotify:track:3DXncPQOG4VBw3QHh3S817,0.811,78,,DJ Khaled,I'm The One,2017,12,DJ Khaled,I'm The One,Justin Bieber,Quavo,Chance The Rapper,Lil Wayne,
0.00264,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,0.732,182707,0.75,7GX5flRQZVHRAGd6B4TmDO,0,11,0.109,-6.366,0,0.231,155.096,4,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,audio_features,spotify:track:7GX5flRQZVHRAGd6B4TmDO,0.401,86,,Lil Uzi Vert,XO TOUR Llif3,2017,13,Lil Uzi Vert,XO TOUR Llif3,,,,,
0.0102,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,0.833,204600,0.434,0VgkVdmE4gld66l8iyGjgx,0.0219,2,0.165,-8.795,1,0.431,150.062,4,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,audio_features,spotify:track:0VgkVdmE4gld66l8iyGjgx,0.281,82,,Future,Mask Off,2017,14,Future,Mask Off,,,,,
