year,rank,artist1,title,artist2,artist3,artist4,artist5,artist6
2013,13,Rihanna,Stay,Mikky Ekko,,,,
2013,14,Daft Punk,Get Lucky,Pharrell Williams,,,,
2013,15,Lorde,Royals,,,,,
2013,16,Taylor Swift,I Knew You Were Trouble.,,,,,
2013,17,Miley Cyrus,We Can't Stop,,,,,
2013,18,Miley Cyrus,Wrecking Ball,,,,,
2013,19,Avicii,Wake Me Up!,,,,,
2013,20,Justin Timberlake,Suit & Tie,JAY Z,,,,
2013,21,Anna Kendrick,Cups (Pitch Perfect's When I'm Gone),,,,,
2013,22,Jay Z,Holy Grail,Justin Timberlake,,,,
2013,23,will.i.am,Scream & Shout,Britney Spears,,,,
2013,24,Zedd,Clarity,Foxes,,,,
2013,25,AWOLNATION,Sail,,,,,
2013,26,Swedish House Mafia,Don't You Worry Child,John Martin,,,,
2013,27,Rihanna,Diamonds,,,,,
2013,28,Icona Pop,I Love It,Charli XCX,,,,
2013,29,Capital Cities,Safe And Sound,,,,,
2013,30,Bruno Mars,Treasure,,,,,
2013,31,Ariana Grande,The Way,Mac Miller,,,,
2013,32,Drake,Started From The Bottom,,,,,
2013,33,Selena Gomez,Come & Get It,,,,,
2013,34,Drake,"Hold On, We're Going Home",Majid Jordan,,,,
2013,35,Maroon 5,Daylight,,,,,
2013,36,Pitbull,Feel This Moment,Christina Aguilera,,,,
2013,37,Lady Gaga,Applause,,,,,
2013,38,Maroon 5,One More Night,,,,,
2013,39,Lil Wayne,Love Me,Drake,Future,,,
2013,40,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),,,,,
2013,41,A$AP Rocky,F**kin Problems,Drake,2 Chainz,Kendrick Lamar,,
2013,42,Justin Bieber,Beauty And A Beat,Nicki Minaj,,,,
2013,43,Macklemore,Same Love,Ryan Lewis,Mary Lambert,,,
2013,44,Calvin Harris,Sweet Nothing,Florence Welch,,,,
2013,45,Lana Del Rey,Summertime Sadness,Cedric Gervais,,,,
2013,46,Phillip Phillips,Home,,,,,
2013,47,Imagine Dragons,It's Time,,,,,
2013,48,J. Cole,Power Trip,Miguel,,,,
2013,49,Alicia Keys,Girl On Fire,Nicki Minaj,,,,
2013,50,Demi Lovato,Heart Attack,,,,,
2013,51,Maroon 5,Love Somebody,,,,,
2013,52,Mumford,I Will Wait,Sons,,,,
2013,53,P!nk,Try,,,,,
2013,54,Darius Rucker,Wagon Wheel,,,,,
2013,55,PSY,Gangnam Style,,,,,
2013,56,Calvin Harris,I Need Your Love,Ellie Goulding,,,,
2013,57,Ke$ha,Die Young,,,,,
2013,58,fun.,Some Nights,,,,,
2013,59,Wale,Bad,Tiara Thomas Or Rihanna,,,,
2013,60,Blake Shelton,Boys 'round Here,Pistol Annies,Friends,,,
2013,61,Phillip Phillips,"Gone, Gone, Gone",,,,,
2013,62,Imagine Dragons,Demons,,,,,
2013,63,OneRepublic,Counting Stars,,,,,
2013,64,Flo Rida,I Cry,,,,,
2013,65,Of Monsters,Little Talks, Men,,,,
2013,66,Jason Derulo,The Other Side,,,,,
2013,67,Eminem,Berzerk,,,,,
2013,68,Kelly Clarkson,Catch My Breath,,,,,
2013,69,Luke Bryan,Crash My Party,,,,,
2013,70,Rihanna,Pour It Up,,,,,
2013,71,Taylor Swift,22,,,,,
2013,72,Hunter Hayes,I Want Crazy,,,,,
2013,73,Ylvis,The Fox,,,,,
2013,74,One Direction,Best Song Ever,,,,,
2013,75,Ed Sheeran,The A Team,,,,,
2013,76,fun.,Carry On,,,,,
2013,77,Tim McGraw,Highway Don't Care, Taylor Swift,,,,
2013,78,Luke Bryan,That's My Kind Of Night,,,,,
2013,79,Kendrick Lamar,Swimming Pools (Drank),,,,,
2013,80,Blake Shelton,Sure Be Cool If You Did,,,,,
2013,81,Mariah Carey,#Beautiful,Miguel,,,,
2013,82,Olly Murs,Troublemaker,Flo Rida,,,,
2013,83,Ciara,Body Party,,,,,
2013,84,Miguel,Adorn,,,,,
2013,85,The Script,Hall Of Fame,will.i.am,,,,
2013,86,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),,,,,
2013,87,Rocko,U.O.E.N.O.,Future,Rick Ross,,,
2013,88,Emeli Sande,Next To Me,,,,,
2013,89,Miranda Lambert,Mama's Broken Heart,,,,,
2013,90,Thomas Rhett,It Goes Like This,,,,,
2013,91,Ace Hood,Bugatti,Future,Rick Ross,,,
2013,92,Hunter Hayes,Wanted,,,,,
2013,93,Lady Antebellum,Downtown,,,,,
2013,94,Florida Georgia Line,Get Your Shine On,,,,,
2013,95,will.i.am,#thatPOWER,Justin Bieber,,,,
2013,96,Sara Bareilles,Brave,,,,,
2013,97,Passenger,Let Her Go,,,,,
2013,98,Randy Houser,Runnin' Outta Moonlight,,,,,
2013,99,2 Chainz,I'm Different,,,,,
2013,100,Paramore,Still Into You,,,,,
2012,1,Gotye,Somebody That I Used To Know,Kimbra,,,,
2012,2,Carly Rae Jepsen,Call Me Maybe,,,,,
2012,3,fun.,We Are Young,Janelle Monae,,,,
2012,4,Maroon 5,Payphone,Wiz Khalifa,,,,
2012,5,Ellie Goulding,Lights,,,,,
2012,6,The Wanted,Glad You Came,,,,,
2012,7,Kelly Clarkson,Stronger (What Doesn't Kill You),,,,,
2012,8,Rihanna,We Found Love,Calvin Harris,,,,
2012,9,Nicki Minaj,Starships,,,,,
2012,10,One Direction,What Makes You Beautiful,,,,,
2012,11,Flo Rida,Wild Ones,Sia,,,,
2012,12,Adele,Set Fire To The Rain,,,,,
2012,13,LMFAO,Sexy And I Know It,,,,,
2012,14,fun.,Some Nights,,,,,
2012,15,Katy Perry,Wide Awake,,,,,
2012,16,Flo Rida,Good Feeling,,,,,
2012,17,Flo Rida,Whistle,,,,,
2012,18,Maroon 5,One More Night,,,,,
2012,19,Train,Drive By,,,,,
2012,20,Drake,The Motto,Lil Wayne,,,,
2012,21,Rihanna,Where Have You Been,,,,,
2012,22,Neon Trees,Everybody Talks,,,,,
2012,23,Drake,Take Care,Rihanna,,,,
2012,24,David Guetta,Titanium,Sia,,,,
2012,25,Jason Mraz,I Won't Give Up,,,,,
2012,26,Bruno Mars,It Will Rain,,,,,
2012,27,Kanye West,Mercy,Big Sean,Pusha T,2 Chainz,,
2012,28,Justin Bieber,Boyfriend,,,,,
2012,29,LMFAO,Party Rock Anthem,Lauren Bennett,GoonRock,,,
2012,30,Alex Clare,Too Close,,,,,
2012,31,Katy Perry,Part Of Me,,,,,
2012,32,Snoop Dogg,"Young, Wild & Free",Wiz Khalifa,Bruno Mars,,,
2012,33,Taylor Swift,We Are Never Ever Getting Back Together,,,,,
2012,34,Justin Bieber,As Long As You Love Me,Big Sean,,,,
2012,35,David Guetta,Turn Me On,Nicki Minaj,,,,
2012,36,Maroon 5,Moves Like Jagger,Christina Aguilera,,,,
2012,37,P!nk,Blow Me (One Last Kiss),,,,,
2012,38,Owl City,Good Time,Carly Rae Jepsen,,,,
2012,39,Demi Lovato,Give Your Heart A Break,,,,,
2012,40,Jay Z Kanye West,Ni**as in Paris,,,,,
2012,41,Katy Perry,The One That Got Away,,,,,
2012,42,Calvin Harris,Feel So Close,,,,,
2012,43,Adele,Someone Like You,,,,,
2012,44,Usher,Scream,,,,,
2012,45,Tyga,Rack City,,,,,
2012,46,Jessie J,Domino,,,,,
2012,47,PSY,Gangnam Style,,,,,
2012,48,Pitbull,International Love,Chris Brown,,,,
2012,49,Phillip Phillips,Home,,,,,
2012,50,David Guetta,Without You,Usher,,,,
2012,51,Gym Class Heroes,Ass Back Home,Neon Hitch,,,,
2012,52,Hunter Hayes,Wanted,,,,,
2012,53,Luke Bryan,Drunk On You,,,,,
2012,54,2 Chainz,No Lie,Drake,,,,
2012,55,Cher Lloyd,Want U Back,,,,,
2012,56,Chris Brown,Don't Wake Me Up,,,,,
2012,57,Big Sean,Dance (A$$),Nicki Minaj,,,,
2012,58,Eric Church,Springsteen,,,,,
2012,59,Karmin,Brokenhearted,,,,,
2012,60,Gavin DeGraw,Not Over You,,,,,
2012,61,Gym Class Heroes,Stereo Hearts,Adam Levine,,,,
2012,62,Pitbull,Back In Time,,,,,
2012,63,J. Cole,Work Out,,,,,
2012,64,Adele,Rumour Has It,,,,,
2012,65,Calvin Harris,Let's Go,Ne-Yo,,,,
2012,66,Carrie Underwood,Good Girl,,,,,
2012,67,Little Big Town,Pontoon,,,,,
2012,68,The Lumineers,Ho Hey,,,,,
2012,69,Coldplay,Paradise,,,,,
2012,70,Carrie Underwood,Blown Away,,,,,
2012,71,Adele,Rolling In The Deep,,,,,
2012,72,Usher,Climax,,,,,
2012,73,Wiz Khalifa,"Work Hard, Play Hard",,,,,
2012,74,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),,,,,
2012,75,Nicki Minaj,Pound The Alarm,,,,,
2012,76,Kenny Chesney,Come Over,,,,,
2012,77,Trey Songz,Heart Attack,,,,,
2012,78,Kirko Bangz,Drank In My Cup,,,,,
2012,79,Rihanna,Birthday Cake,Chris Brown,,,,
2012,80,B.o.B,So Good,,,,,
2012,81,Train,50 Ways To Say Goodbye,,,,,
2012,82,Toby Keith,Red Solo Cup,,,,,
2012,83,Selena Gomez,Love You Like A Love Song,The Scene,,,,
2012,84,Chris Brown,Turn Up The Music,,,,,
2012,85,Ke$ha,Die Young,,,,,
2012,86,T-Pain,5 O'Clock,Wiz Khalifa,Lily Allen,,,
2012,87,Christina Perri,A Thousand Years,,,,,
2012,88,Jason Aldean,Take A Little Ride,,,,,
2012,89,Rihanna,You Da One,,,,,
2012,90,Havana Brown,We Run The Night,Pitbull,,,,
2012,91,Imagine Dragons,It's Time,,,,,
2012,92,Ca$h Out,Cashin' Out,,,,,
2012,93,Luke Bryan,I Don't Want This Night To End,,,,,
2012,94,Rihanna,Diamonds,,,,,
2012,95,Lee Brice,Hard To Love,,,,,
2012,96,Kip Moore,Somethin' 'Bout A Truck,,,,,
2012,97,Miguel,Adorn,,,,,
2012,98,Jason Aldean,Fly Over States,,,,,
2012,99,Eli Young Band,Even If It Breaks Your Heart,,,,,
2012,100,Linkin Park,Burn It Down,,,,,
2011,1,Adele,Rolling In The Deep,,,,,
2011,2,LMFAO,Party Rock Anthem,Lauren Bennett,GoonRock,,,
2011,3,Katy Perry,Firework,,,,,
2011,4,Katy Perry,E.T.,Kanye West,,,,
2011,5,Pitbull,Give Me Everything,Ne-Yo,Afrojack,Nayer,,
2011,6,Bruno Mars,Grenade,,,,,
2011,8,Nicki Minaj,Super Bass,,,,,
2011,9,Maroon 5,Moves Like Jagger,Christina Aguilera,,,,
2011,10,The Black Eyed Peas,Just Can't Get Enough,,,,,
2011,11,Jennifer Lopez,On The Floor,Pitbull,,,,
2011,12,Rihanna,S&M,,,,,
2011,13,Foster The People,Pumped Up Kicks,,,,,
2011,14,Katy Perry,Last Friday Night (T.G.I.F.),,,,,
2011,15,Bruno Mars,Just The Way You Are,,,,,
2011,16,Enrique Iglesias,Tonight (I'm Lovin' You),Ludacris,DJ Frank E,,,
2011,17,P!nk,Raise Your Glass,,,,,
2011,18,Lady Gaga,Born This Way,,,,,
2011,19,P!nk,F**kin' Perfect,,,,,
2011,20,Rihanna,What's My Name?,Drake,,,,
2011,21,Chris Brown,Look At Me Now,Lil Wayne,Busta Rhymes,,,
2011,22,Jeremih,Down On Me,50 Cent,,,,
2011,23,Lil Wayne,How To Love,,,,,
2011,24,Adele,Someone Like You,,,,,
2011,25,OneRepublic,Good Life,,,,,
2011,26,Bruno Mars,The Lazy Song,,,,,
2011,27,Britney Spears,Till The World Ends,,,,,
2011,28,Lupe Fiasco,The Show Goes On,,,,,
2011,29,Lady Gaga,The Edge Of Glory,,,,,
2011,30,Ke$ha,We R Who We R,,,,,
2011,31,Wiz Khalifa,Black And Yellow,,,,,
2011,32,Hot Chelle Rae,Tonight Tonight,,,,,
2011,33,Ke$ha,Blow,,,,,
2011,34,Bad Meets Evil,Lighters,Bruno Mars,,,,
2011,35,The Band Perry,If I Die Young,,,,,
2011,36,Gym Class Heroes,Stereo Hearts,Adam Levine,,,,
2011,37,The Black Eyed Peas,The Time (Dirty Bit),,,,,
2011,38,Diddy - Dirty Money,Coming Home,Skylar Grey,,,,
2011,39,Pitbull,Hey Baby (Drop It To The Floor),T-Pain,,,,
2011,40,Rihanna,Only Girl (In The World),,,,,
2011,41,Lil Wayne,6 Foot 7 Foot,Cory Gunz,,,,
2011,42,Lady Antebellum,Just A Kiss,,,,,
2011,43,Jason Aldean,Dirt Road Anthem,,,,,
2011,44,Taio Cruz,Dynamite,,,,,
2011,45,Waka Flocka Flame,No Hands,Roscoe Dash,Wale,,,
2011,46,Britney Spears,I Wanna Go,,,,,
2011,47,DJ Khaled,I'm On One,Drake,Rick Ross,Lil Wayne,,
2011,48,Cobra Starship,You Make Me Feel...,Sabi,,,,
2011,49,Chris Brown,Yeah 3X,,,,,
2011,50,Nicki Minaj,Moment 4 Life,Drake,,,,
2011,51,Dr. Dre,I Need A Doctor,Eminem,Skylar Grey,,,
2011,52,Nelly,Just A Dream,,,,,
2011,53,Kelly Rowland,Motivation,Lil Wayne,,,,
2011,54,Edward Maya,Stereo Love,Vika Jigulina,,,,
2011,55,Christina Perri,Jar Of Hearts,,,,,
2011,56,Wiz Khalifa,Roll Up,,,,,
2011,57,LMFAO,Sexy And I Know It,,,,,
2011,58,Far*East Movement,Rocketeer,Ryan Tedder,,,,
2011,59,Kanye West,All Of The Lights,,,,,
2011,60,Britney Spears,Hold It Against Me,,,,,
2011,61,Usher,More,,,,,
2011,62,Avril Lavigne,What The Hell,,,,,
2011,63,Tinie Tempah,Written In The Stars,Eric Turner,,,,
2011,64,Trey Songz,Bottoms Up,Nicki Minaj,,,,
2011,65,Usher,DJ Got Us Fallin' In Love,Pitbull,,,,
2011,66,The Script,For The First Time,,,,,
2011,67,Blake Shelton,Honey Bee,,,,,
2011,68,Jason Aldean,Don't You Wanna Stay, Kelly Clarkson,,,,
2011,69,Rihanna,We Found Love,Calvin Harris,,,,
2011,70,Keri Hilson,Pretty Girl Rock,,,,,
2011,71,Lady Gaga,You And I,,,,,
2011,72,Far*East Movement,Like A G6,Cataracs,Dev,,,
2011,73,David Guetta,Without You,Usher,,,,
2011,74,Taylor Swift,Back To December,,,,,
2011,75,Katy Perry,Teenage Dream,,,,,
2011,76,Eli Young Band,Crazy Girl,,,,,
2011,77,Rihanna,Cheers (Drink To That),,,,,
2011,78,Selena Gomez,Who Says,The Scene,,,,
2011,79,Jake Owen,Barefoot Blue Jean Night,,,,,
2011,80,Zac Brown Band,Knee Deep,Jimmy Buffett,,,,
2011,81,Luke Bryan,Country Girl (Shake It For Me),,,,,
2011,82,Brad Paisley,Remind Me, With Carrie Underwood,,,,
2011,83,Dev,In The Dark,,,,,
2011,84,New Boyz,Backseat,The Cataracs,Dev,,,
2011,85,Drake,Headlines,,,,,
2011,86,Beyonce,Best Thing I Never Had,,,,,
2011,87,Jason Derulo,Don't Wanna Go Home,,,,,
2011,88,David Guetta,Where Them Girls At,Flo Rida,Nicki Minaj,,,
2011,89,Chris Brown,She Ain't You,,,,,
2011,90,Rodney Atkins,Take A Back Road,,,,,
2011,91,Mike Posner,Please Don't Go,,,,,
2011,92,Miguel,Sure Thing,,,,,
2011,93,Jessie J,Price Tag,B.o.B,,,,
2011,94,Blake Shelton,God Gave Me You,,,,,
2011,95,Lil Wayne,She Will,Drake,,,,
2011,96,Thompson Square,Are You Gonna Kiss Me Or Not,,,,,
2011,97,Neon Trees,Animal,,,,,
2011,98,Kenny Chesney,You And Tequila,Grace Potter,,,,
2011,99,Zac Brown Band,Colder Weather,,,,,
2011,100,Big Sean,My Last,Chris Brown,,,,
2010,1,Ke$ha,TiK ToK,,,,,
2010,2,Lady Antebellum,Need You Now,,,,,
2010,3,Train,"Hey, Soul Sister",,,,,
2010,4,Katy Perry,California Gurls,Snoop Dogg,,,,
2010,5,Usher,OMG,will.i.am,,,,
2010,6,B.o.B,Airplanes,Hayley Williams,,,,
2010,7,Eminem,Love The Way You Lie,Rihanna,,,,
2010,8,Lady Gaga,Bad Romance,,,,,
2010,9,Taio Cruz,Dynamite,,,,,
2010,10,Taio Cruz,Break Your Heart,Ludacris,,,,
2010,11,B.o.B,Nothin' On You,Bruno Mars,,,,
2010,12,Enrique Iglesias,I Like It,Pitbull,,,,
2010,13,Young Money,BedRock,Lloyd,,,,
2010,14,Jason Derulo,In My Head,,,,,
2010,15,Rihanna,Rude Boy,,,,,
2010,16,Lady Gaga,Telephone,Beyonce,,,,
2010,17,Katy Perry,Teenage Dream,,,,,
2010,18,Bruno Mars,Just The Way You Are,,,,,
2010,19,Mike Posner,Cooler Than Me,,,,,
2010,20,The Black Eyed Peas,Imma Be,,,,,
2010,21,Jay-Z + Alicia Keys,Empire State Of Mind,,,,,
2010,22,Usher,DJ Got Us Fallin' In Love,Pitbull,,,,
2010,23,Travie McCoy,Billionaire,Bruno Mars,,,,
2010,24,Eminem,Not Afraid,,,,,
2010,25,Iyaz,Replay,,,,,
2010,26,David Guetta,Sexy Chick,Akon,,,,
2010,27,The Script,Breakeven,,,,,
2010,28,Ke$ha,Your Love Is My Drug,,,,,
2010,29,The Black Eyed Peas,I Gotta Feeling,,,,,
2010,30,Owl City,Fireflies,,,,,
2010,31,Trey Songz,Say Aah,Fabolous,,,,
2010,32,Drake,Find Your Love,,,,,
2010,33,Lady Gaga,Alejandro,,,,,
2010,34,Jason Derulo,Ridin' Solo,,,,,
2010,35,Nelly,Just A Dream,,,,,
2010,36,Ludacris,How Low,,,,,
2010,37,Far*East Movement,Like A G6,Cataracs,Dev,,,
2010,38,Timbaland,Carry Out,Justin Timberlake,,,,
2010,39,Michael Buble,Haven't Met You Yet,,,,,
2010,40,Flo Rida,Club Can't Handle Me,David Guetta,,,,
2010,41,Jay Sean,Down,Lil Wayne,,,,
2010,42,La Roux,Bulletproof,,,,,
2010,43,Jason Derulo,Whatcha Say,,,,,
2010,44,Justin Bieber,Baby,Ludacris,,,,
2010,45,Adam Lambert,Whataya Want From Me,,,,,
2010,46,Taylor Swift,Mine,,,,,
2010,47,Rihanna,Only Girl (In The World),,,,,
2010,48,Kris Allen,Live Like We're Dying,,,,,
2010,49,Rihanna,Hard,Jeezy,,,,
2010,50,Jay-Z + Mr. Hudson,Young Forever,,,,,
2010,51,Ke$ha,Blah Blah Blah,3OH!3,,,,
2010,52,Trey Songz,Bottoms Up,Nicki Minaj,,,,
2010,53,Jay Sean,Do You Remember,Sean Paul,Lil Jon,,,
2010,54,OneRepublic,All The Right Moves,,,,,
2010,55,Orianthi,According To You,,,,,
2010,56,Ludacris,My Chick Bad,Nicki Minaj,,,,
2010,57,Taylor Swift,You Belong With Me,,,,,
2010,58,The Black Eyed Peas,Meet Me Halfway,,,,,
2010,59,Ke$ha,Take It Off,,,,,
2010,60,Drake,Over,,,,,
2010,61,Neon Trees,Animal,,,,,
2010,62,Maroon 5,Misery,,,,,
2010,63,B.o.B,Magic,Rivers Cuomo,,,,
2010,64,Lady Gaga,Paparazzi,,,,,
2010,65,New Boyz,Tie Me Down,Ray J,,,,
2010,66,Nicki Minaj,Your Love,,,,,
2010,67,Miley Cyrus,Party In The U.S.A.,,,,,
2010,68,Chris Brown,Deuces,Tyga,Kevin McCall,,,
2010,69,Britney Spears,3,,,,,
2010,70,Shontelle,Impossible,,,,,
2010,71,Drake,Forever,Kanye West,Lil Wayne,Eminem,,
2010,72,Boys Like Girls,Two Is Better Than One,Taylor Swift,,,,
2010,73,3OH!3,My First Kiss,Ke$ha,,,,
2010,74,Kelly Clarkson,Already Gone,,,,,
2010,75,The Black Eyed Peas,Rock That Body,,,,,
2010,76,OneRepublic,Secrets,,,,,
2010,77,Selena Gomez,Naturally,The Scene,,,,
2010,78,Alicia Keys,Un-Thinkable (I'm Ready),,,,,
2010,79,DJ Khaled,All I Do Is Win,T-Pain,Ludacris,Snoop Dogg,Rick Ross,
2010,80,Kevin Rudolf,I Made It (Cash Money Heroes),Birdman,Jay Sean,& Lil Wayne,,
2010,81,Sugarland,Stuck Like Glue,,,,,
2010,82,Usher,Hey Daddy (Daddy's Home),Plies,,,,
2010,83,Usher,There Goes My Baby,,,,,
2010,84,Taylor Swift,Today Was A Fairytale,,,,,
2010,85,Timbaland,Say Something,Drake,,,,
2010,86,Beyonce,Sweet Dreams,,,,,
2010,87,Kings Of Leon,Use Somebody,,,,,
2010,88,Carrie Underwood,Undo It,,,,,
2010,89,Sean Kingston,Eenie Meenie,Justin Bieber,,,,
2010,90,Lil Wayne,Right Above It,Drake,,,,
2010,91,Miranda Lambert,The House That Built Me,,,,,
2010,92,The Band Perry,If I Die Young,,,,,
2010,93,Paramore,The Only Exception,,,,,
2010,94,Lady Antebellum,American Honey,,,,,
2010,95,Sara Bareilles,King Of Anything,,,,,
2010,96,Daughtry,Life After You,,,,,
2010,97,Uncle Kracker,Smile,,,,,
2010,98,Cali Swag District,Teach Me How To Dougie,,,,,
2010,99,Alicia Keys,Try Sleeping With A Broken Heart,,,,,
2010,100,Jerrod Niemann,"Lover, Lover",,,,,
2009,1,The Black Eyed Peas,Boom Boom Pow,,,,,
2009,2,Lady Gaga,Poker Face,,,,,
2009,3,Lady Gaga,Just Dance,Colby O'Donis,,,,
2009,4,The Black Eyed Peas,I Gotta Feeling,,,,,
2009,5,Taylor Swift,Love Story,,,,,
2009,6,Flo Rida,Right Round,,,,,
2009,7,Jason Mraz,I'm Yours,,,,,
2009,8,Beyonce,Single Ladies (Put A Ring On It),,,,,
2009,9,Kanye West,Heartless,,,,,
2009,10,The All-American Rejects,Gives You Hell,,,,,
2009,11,Taylor Swift,You Belong With Me,,,,,
2009,12,T.I.,Dead And Gone,Justin Timberlake,,,,
2009,13,The Fray,You Found Me,,,,,
2009,14,Kings Of Leon,Use Somebody,,,,,
2009,15,Keri Hilson,Knock You Down,Kanye West,Ne-Yo,,,
2009,16,Jamie Foxx,Blame It,T-Pain,,,,
2009,17,Pitbull,I Know You Want Me (Calle Ocho),,,,,
2009,18,T.I.,Live Your Life,Rihanna,,,,
2009,19,Soulja Boy Tell 'em,Kiss Me Thru The Phone,Sammie,,,,
2009,20,Jay Sean,Down,Lil Wayne,,,,
2009,21,Miley Cyrus,The Climb,,,,,
2009,22,Drake,Best I Ever Had,,,,,
2009,23,Kelly Clarkson,My Life Would Suck Without You,,,,,
2009,24,Beyonce,Halo,,,,,
2009,25,Katy Perry,Hot N Cold,,,,,
2009,26,Shinedown,Second Chance,,,,,
2009,27,Britney Spears,Circus,,,,,
2009,28,Kid Cudi,Day 'N' Nite,,,,,
2009,29,Miley Cyrus,Party In The U.S.A.,,,,,
2009,30,3OH!3,Don't Trust Me,,,,,
2009,31,Jay-Z,Run This Town,Rihanna,Kanye West,,,
2009,32,Kevin Rudolf,Let It Rock,Lil Wayne,,,,
2009,33,Sean Kingston,Fire Burning,,,,,
2009,34,Jason Derulo,Whatcha Say,,,,,
2009,35,Lady Gaga,LoveGame,,,,,
2009,36,Katy Perry,Waking Up In Vegas,,,,,
2009,37,Jeremih,Birthday Sex,,,,,
2009,38,P!nk,Sober,,,,,
2009,39,Britney Spears,Womanizer,,,,,
2009,40,T.I.,Whatever You Like,,,,,
2009,41,Mariah Carey,Obsessed,,,,,
2009,42,Ne-Yo,Mad,,,,,
2009,43,Cobra Starship,Good Girls Go Bad,Leighton Meester,,,,
2009,44,Kanye West,Love Lockdown,,,,,
2009,45,P!nk,So What,,,,,
2009,46,Pitbull,Hotel Room Service,,,,,
2009,47,Eminem,Crack A Bottle,Dr. Dre,50 Cent,,,
2009,48,Beyonce,If I Were A Boy,,,,,
2009,49,Keri Hilson,Turnin Me On,Lil Wayne,,,,
2009,50,The Pussycat Dolls,I Hate This Part,,,,,
2009,51,Nickelback,Gotta Be Somebody,,,,,
2009,52,P!nk,Please Don't Leave Me,,,,,
2009,53,Lady Gaga,Paparazzi,,,,,
2009,54,Akon,Beautiful,Colby O'Donis,Kardinal Offishall,,,
2009,55,Coldplay,Viva La Vida,,,,,
2009,56,Akon,Right Now (Na Na Na),,,,,
2009,57,Jordin Sparks,Battlefield,,,,,
2009,58,Flo Rida,Sugar,Wynter,,,,
2009,59,Ne-Yo,Miss Independent,,,,,
2009,60,Owl City,Fireflies,,,,,
2009,61,Linkin Park,New Divide,,,,,
2009,62,Jay-Z + Alicia Keys,Empire State Of Mind,,,,,
2009,63,Daughtry,No Surprise,,,,,
2009,64,Shakira,She Wolf,,,,,
2009,65,Mario,Break Up,Gucci Mane,Sean Garrett,,,
2009,66,Beyonce,Sweet Dreams,,,,,
2009,67,Young Money,Every Girl,,,,,
2009,68,Colbie Caillat,Fallin' For You,,,,,
2009,69,The Veronicas,Untouched,,,,,
2009,70,Nickelback,If Today Was Your Last Day,,,,,
2009,71,Fabolous,Throw It In The Bag,The-Dream,,,,
2009,72,Boys Like Girls,Love Drunk,,,,,
2009,73,Asher Roth,I Love College,,,,,
2009,74,Britney Spears,If U Seek Amy,,,,,
2009,75,Jason Aldean,Big Green Tractor,,,,,
2009,76,Taylor Swift,White Horse,,,,,
2009,77,Rihanna,Disturbia,,,,,
2009,78,Green Day,21 Guns,,,,,
2009,79,Soulja Boy,Turn My Swag On,,,,,
2009,80,The-Dream,Rockin' That Sh**,,,,,
2009,81,Zac Brown Band,Chicken Fried,,,,,
2009,82,Beyonce,Diva,,,,,
2009,83,Iyaz,Replay,,,,,
2009,84,Brad Paisley,Then,,,,,
2009,85,Rob Thomas,Her Diamonds,,,,,
2009,86,Jesse McCartney,How Do You Sleep?,Ludacris,,,,
2009,87,Britney Spears,3,,,,,
2009,88,Drake,Forever,Kanye West,Lil Wayne,Eminem,,
2009,89,Justin Bieber,One Time,,,,,
2009,90,Lady Antebellum,I Run To You,,,,,
2009,91,Kelly Clarkson,I Do Not Hook Up,,,,,
2009,92,John Legend,Green Light,Andre 3000,,,,
2009,93,Billy Currington,People Are Crazy,,,,,
2009,94,Zac Brown Band,Whatever It Is,,,,,
2009,95,Kelly Clarkson,Already Gone,,,,,
2009,96,Kristinia DeBarge,Goodbye,,,,,
2009,97,Michael Franti,Say Hey (I Love You),Spearhead,Cherine Anderson,,,
2009,98,Jim Jones,Pop Champagne,Ron Browz,Juelz Santana,,,
2009,99,Maxwell,Pretty Wings,,,,,
2009,100,The Fray,Never Say Never,,,,,
2008,1,Flo Rida,Low,T-Pain,,,,
2008,2,Leona Lewis,Bleeding Love,,,,,
2008,3,Alicia Keys,No One,,,,,
2008,4,Lil Wayne,Lollipop,Static Major,,,,
2008,5,Timbaland,Apologize,OneRepublic,,,,
2008,6,Jordin Sparks,No Air, With Chris Brown,,,,
2008,7,Sara Bareilles,Love Song,,,,,
2008,8,Usher,Love In This Club,Young Jeezy,,,,
2008,9,Chris Brown,With You,,,,,
2008,10,Chris Brown,Forever,,,,,
2008,11,Ray J,Sexy Can I,Yung Berg,,,,
2008,12,Rihanna,Take A Bow,,,,,
2008,13,Coldplay,Viva La Vida,,,,,
2008,14,Katy Perry,I Kissed A Girl,,,,,
2008,15,T.I.,Whatever You Like,,,,,
2008,16,Rihanna,Disturbia,,,,,
2008,17,Rihanna,Don't Stop The Music,,,,,
2008,18,Natasha Bedingfield,Pocketful Of Sunshine,,,,,
2008,19,Chris Brown,Kiss Kiss,T-Pain,,,,
2008,20,Ne-Yo,Closer,,,,,
2008,21,Colbie Caillat,Bubbly,,,,,
2008,22,Mariah Carey,Touch My Body,,,,,
2008,23,Madonna,4 Minutes,Justin Timberlake,Timbaland,,,
2008,24,P!nk,So What,,,,,
2008,25,Finger Eleven,Paralyzer,,,,,
2008,26,Fergie,Clumsy,,,,,
2008,27,Jason Mraz,I'm Yours,,,,,
2008,28,Jesse McCartney,Leavin',,,,,
